"camis","name","boro","cuisine","action","score","grade","rating","review_count","location.address1","coordinates.latitude","coordinates.longitude","ratings1"
41541504,"Max Brenner","BROOKLYN","Mediterranean","violations",7,"A",3.5,4078,"841 Broadway",40.7342670594805,-73.9910549187747,"****"
50039202,"10Below Ice Cream","MANHATTAN","Ice Cream, Gelato, Yogurt, Ices","violations",10,"A",4,1195,"10 Mott St",40.71407,-73.99857,"****"
41111464,"100 Fun","BROOKLYN","Asian","violations",17,"B",2.5,209,"932 60th St",40.6335,-74.00657,"***"
50061069,"100% Juice Bar Cafe","BRONX","Spanish","violations",32,"C",4,34,"130 W 238th St",40.8834803564714,-73.8978450759748,"****"
41456477,"1001 Nights Cafe & Lounge","STATEN ISLAND","American","violations",7,"A",4,30,"2025 Richmond Ave",40.598235,-74.161907,"****"
41458716,"101 Cafe","QUEENS","American","violations",8,"A",4.5,18,"9805 101st Ave",40.68525,-73.84319,"*****"
40591271,"101 Deli","QUEENS","Delicatessen","violations",11,"A",3.5,35,"10016 Rockaway Beach Blvd",40.58381,-73.82166,"****"
40401104,"1020 Bar","MANHATTAN","American","violations",13,"A",3.5,120,"1020 Amsterdam Ave",40.80335,-73.96402,"****"
40639261,"Peter Luger","BROOKLYN","CafÃ©/Coffee/Tea","violations",9,"A",4,4582,"178 Broadway",40.709945,-73.962478,"****"
50018436,"Court Street Grocers","BROOKLYN","Jewish/Kosher","violations",44,"C",4.5,231,"485 Court St",40.676244,-73.998717,"*****"
40942485,"107 West Restaurant","MANHATTAN","American","violations",11,"A",3.5,85,"2787 Broadway",40.8026581,-73.9680786,"****"
50060299,"Iki Modern Japanese Cuisine","QUEENS","Chinese","violations",12,"A",4,202,"133-42 39th Ave",40.7594443507963,-73.8326477406522,"****"
50059935,"108 Food Dried Hot Pot","MANHATTAN","Chinese","violations",13,"A",3.5,83,"2794 Broadway",40.80271,-73.96738,"****"
50043863,"1080 Brew","QUEENS","CafÃ©/Coffee/Tea","violations",20,"B",5,21,"1080 Wyckoff Ave",40.6942764,-73.9027486,"*****"
50047025,"10Below Ice Cream","QUEENS","Ice Cream, Gelato, Yogurt, Ices","violations",22,"B",4,268,"136-17 39th Ave",40.7604295,-73.829968,"****"
41092609,"Cookshop","MANHATTAN","American","violations",24,"B",4,1780,"156 10th Ave",40.7454251,-74.0056084,"****"
50059312,"The Dead Rabbit","BROOKLYN","American","violations",9,"A",4,1223,"30 Water St",40.70329,-74.01102,"****"
50057272,"11 Hanover Greek","MANHATTAN","Greek","violations",4,"A",3.5,67,"11 Hanover Sq",40.705264,-74.008854,"****"
50052807,"Le Coucou","MANHATTAN","American","violations",5,"A",4,314,"138 Lafayette St",40.71915,-74.00024,"****"
41217083,"11th Street Cafe","MANHATTAN","CafÃ©/Coffee/Tea","violations",22,"B",4,128,"327 W 11th St",40.735778901325,-74.007258262333,"****"
50041601,"118 Kitchen","MANHATTAN","Tex-Mex","violations",12,"A",4,30,"1 E 118th St",40.80195,-73.94517,"****"
41006043,"12 Chairs","MANHATTAN","American","violations",13,"A",4,355,"56 MacDougal St",40.72759,-74.0024,"****"
50018577,"12 Chairs Cafe","BROOKLYN","Middle Eastern","violations",52,"C",4,139,"342 Wythe Ave",40.7145615,-73.9653168,"****"
41704440,"12 Corazones Bar & Restaurant","QUEENS","Latin","violations",32,"C",3.5,5,"86-22 Roosevelt Ave",40.7480375468731,-73.8796053081751,"****"
41679424,"12 Corners","MANHATTAN","CafÃ©/Coffee/Tea","violations",19,"B",4.5,128,"121 Mott St",40.718048,-73.997222,"*****"
50018154,"12 Corners Coffee","MANHATTAN","CafÃ©/Coffee/Tea","violations",10,"A",4.5,305,"155 E Broadway",40.7139624,-73.9903806,"*****"
41299113,"12th Street Ale House","MANHATTAN","American","violations",16,"B",4,126,"192 2nd Ave",40.7310549788367,-73.9857779396906,"****"
41646201,"120 Bay Cafe","STATEN ISLAND","American","violations",8,"A",3.5,61,"120 Bay St",40.63946,-74.07576,"****"
41585586,"Nikko","MANHATTAN","Asian","violations",17,"B",3.5,302,"1280 Amsterdam Ave",40.81156,-73.95781,"****"
50017240,"Harlem Shake","MANHATTAN","American","violations",17,"B",3,757,"100 W 124th St",40.8070988060148,-73.9464158056276,"***"
50038252,"129 Gourmet Deli","MANHATTAN","Egyptian","violations",31,"C",3.5,9,"129 East 45th St",40.75336,-73.97435,"****"
41721733,"Morton's The Steakhouse","BROOKLYN","American","violations",12,"A",4,178,"136 Washington St",40.7097005194611,-74.0139538049698,"****"
50064278,"Uber","QUEENS","Pizza/Italian","violations",11,"A",2,532,"",40.7280810955709,-73.9886879820313,"**"
50006404,"149 Steam Fish","BRONX","Seafood","violations",35,"C",4,6,"500 E 149th St",40.814617,-73.914864,"****"
50000845,"Central Park","MANHATTAN","American","violations",7,"A",5,2005,"14 E 60th St",40.782418740809,-73.9656022837641,"*****"
40698892,"15 East Restaurant","MANHATTAN","Japanese","violations",10,"A",4,580,"15 E 15th St",40.7363799,-73.99213,"****"
50000957,"15 Flavors","BRONX","Ice Cream, Gelato, Yogurt, Ices","violations",11,"A",3.5,18,"1763 Crosby Ave",40.8466751,-73.832048,"****"
41579121,"16 Handles","MANHATTAN","Ice Cream, Gelato, Yogurt, Ices","violations",12,"A",4,263,"1569 2nd Ave",40.775033,-73.9540341,"****"
50040476,"Pho Hoang","QUEENS","Asian","violations",12,"A",3,191,"41-01 Kissena Blvd",40.7584358006716,-73.8293903321028,"***"
41337363,"Castle Hill National Bakery","BRONX","Bakery","reopened",9,"A",4,5,"2214 Westchester Ave",40.83413,-73.8511,"****"
50049107,"St Nick's 1633 Food Center","MANHATTAN","Mediterranean","violations",2,"A",5,3,"1633 Saint Nicholas Ave",40.856,-73.92907,"*****"
41721691,"168 Hi Tea","QUEENS","Chinese","violations",14,"B",3,27,"167-11 Union Tpke",40.7228515,-73.8006713,"***"
50054960,"Despaña","BROOKLYN","Chinese","violations",14,"B",4.5,490,"408 Broome St",40.7210686,-73.9979083,"*****"
41171181,"Charles Hanson's 169 Soul Jazz Oyster Bar","MANHATTAN","American","violations",22,"B",3.5,391,"169 E Broadway",40.713838,-73.98976,"****"
41406631,"Wolf & Lamb Steakhouse","BROOKLYN","Jewish/Kosher","reopened",9,"A",3.5,144,"10 E 48th St",40.7568217813969,-73.9771411567926,"****"
50057074,"Shake Shack","BRONX","Latin","violations",11,"A",4,5352,"Madison Square Park",40.7414000197233,-73.98815019045,"****"
41390570,"18 Bakery","BROOKLYN","Bakery","violations",60,"C",3,9,"6820 18th Ave",40.617149,-73.992584,"***"
50004437,"Gun Hill Brewing Company","BRONX","Pizza","violations",24,"B",4.5,125,"3227 Laconia Ave",40.87212,-73.855922,"*****"
50004846,"18 Hipot","BROOKLYN","Chinese","violations",32,"C",3.5,106,"8204 18th Ave",40.609392,-74.000422,"****"
41478388,"Eighteen Restaurant","MANHATTAN","Jewish/Kosher","violations",22,"B",4,31,"240 E 81st St",40.77512,-73.95521,"****"
50012606,"18 Star Kitchen","BROOKLYN","Chinese","violations",19,"B",3,19,"8515 18th Ave",40.6073608,-74.0021515,"***"
41445737,"Woorijip Authentic Korean Food","BROOKLYN","Chinese","violations",35,"C",4,2342,"12 W 32nd St",40.74747,-73.98648,"****"
41688139,"Threes Brewing","BROOKLYN","Bottled beverages, including water, sodas, juices, etc.","violations",9,"A",4,270,"333 Douglass St",40.67963,-73.98227,"****"
41396658,"Yankee Stadium","BRONX","American","violations",2,"A",4,1094,"1 E 161st St",40.8297187687158,-73.9261700867864,"****"
50015841,"19 Cafe","BROOKLYN","CafÃ©/Coffee/Tea","violations",6,"A",4.5,88,"84 Manhattan Ave",40.7052167,-73.9444036,"*****"
50055290,"Lovely Day","MANHATTAN","CafÃ©/Coffee/Tea","violations",56,"C",3.5,298,"196 Elizabeth St",40.7218,-73.99441,"****"
41405997,"Birthday Party Booker","BROOKLYN","Chinese","violations",22,"B",4.5,136,"48 W 21st St",40.741372,-73.993138,"*****"
50067036,"1st Ave Gourmet","MANHATTAN","Other","violations",29,"C",2.5,31,"1274 1st Ave",40.765414,-73.957324,"***"
50000526,"Le Gourmet","MANHATTAN","American","violations",9,"A",3.5,130,"1267 1st Ave",40.765518,-73.958015,"****"
41673023,"Staten Island Yankees","STATEN ISLAND","American","violations",7,"A",4,61,"75 Richmond Ter",40.6447238,-74.0768421,"****"
50059875,"Trattoria Zero Otto Nove","BRONX","Latin","violations",13,"A",4,605,"2357 Arthur Ave",40.8546515,-73.8883526,"****"
50035346,"2 Baci Pizzeria","BROOKLYN","Pizza/Italian","violations",6,"A",3,41,"345 Nostrand Ave",40.6864828844263,-73.9506692168597,"***"
50039491,"2 Bros Pizza","MANHATTAN","Pizza","violations",12,"A",4,326,"31 W 46th St",40.75678,-73.98022,"****"
41722020,"2 Bros Pizza","BRONX","Pizza","violations",9,"A",4,326,"31 W 46th St",40.75678,-73.98022,"****"
50043752,"Red Rooster Harlem","MANHATTAN","Salads","closed",41,"C",3.5,2405,"310 Lenox Ave",40.80815,-73.94488,"****"
50058037,"2 Bros Pizza","MANHATTAN","Other","violations",10,"A",4,326,"31 W 46th St",40.75678,-73.98022,"****"
50033988,"Red Rooster Harlem","MANHATTAN","Pizza","violations",25,"B",3.5,2405,"310 Lenox Ave",40.80815,-73.94488,"****"
41305701,"2 In 1 Restaurant","BROOKLYN","Chinese","violations",9,"A",4.5,5,"2108 Flatbush Ave",40.61844,-73.93255,"*****"
41645481,"Las Palmitas Deli","QUEENS","Mexican","violations",9,"A",4,34,"10915 Jamaica Ave",40.6958155504715,-73.8386195560695,"****"
41644326,"2west Restaurant","MANHATTAN","American","violations",9,"A",3.5,62,"2 West St",40.7055498631585,-74.0173342915202,"****"
40385555,"200 Fifth","BROOKLYN","American","violations",25,"B",3,375,"200 5th Ave",40.6767768859863,-73.9804840087891,"***"
50044708,"21 Bar","MANHATTAN","American","violations",7,"A",4,13,"4318 Broadway",40.85192,-73.93464,"****"
40364362,"21 Club","MANHATTAN","American","violations",12,"A",3.5,527,"21 W 52nd St",40.76037,-73.97741,"****"
41398041,"Café China","MANHATTAN","Chinese","violations",13,"A",4,1034,"13 E 37th St",40.7499225208569,-73.9819464127197,"****"
50010711,"212 Steakhouse","MANHATTAN","Steak","violations",12,"A",4,477,"316 E 53rd St",40.7564064670954,-73.9665466703314,"****"
50055977,"Food Bazaar Supermarket","BRONX","Tex-Mex","violations",56,"C",3.5,77,"21 Manhattan Ave",40.702976,-73.944908,"****"
41510846,"OK 218","MANHATTAN","Chinese","violations",45,"C",3.5,52,"218 Grand St",40.71899,-73.995811,"****"
50052209,"Shake Shack","BROOKLYN","American","violations",2,"A",4,5352,"Madison Square Park",40.7414000197233,-73.98815019045,"****"
41295927,"22 Thai Cuisine","MANHATTAN","Thai","violations",11,"A",2.5,126,"59 Nassau St",40.70925,-74.0088,"***"
50007973,"McDonald's","QUEENS","Caribbean","violations",10,"A",1.5,41,"13811 20th Ave",40.7817849,-73.8308375,"**"
41195733,"230 Fifth Rooftop Bar","MANHATTAN","American","violations",13,"A",3,2476,"230 Fifth Ave",40.7438322669668,-73.9880068207382,"***"
41241023,"United Nations","BROOKLYN","Chinese","violations",12,"A",4,143,"801 First Ave",40.748875,-73.96801,"****"
50043956,"Handy","QUEENS","Juice, Smoothies, Fruit Salads","violations",18,"B",3.5,4507,"",40.7455902099609,-73.9792785644531,"****"
50042806,"24 Hour Fitness - Riverdale","BRONX","Juice, Smoothies, Fruit Salads","violations",3,"A",1.5,27,"298 West 231st St",40.8801574707031,-73.9086227416992,"**"
50052395,"Paragon Honda","BROOKLYN","Juice, Smoothies, Fruit Salads","violations",17,"B",2.5,429,"57-02 Northern Blvd",40.7534407324039,-73.9035592244265,"***"
50052389,"Retro Fitness","BROOKLYN","Juice, Smoothies, Fruit Salads","violations",8,"A",2.5,42,"1625 Flatbush Ave",40.6308920681477,-73.9455279707909,"***"
50016875,"China Star","BROOKLYN","Chinese","violations",10,"A",2.5,5,"2419 Foster Ave",40.6384827196598,-73.9533989131451,"***"
50007100,"El Castillo Del Caribe","BRONX","American","violations",9,"A",3,5,"31 S St",40.9080522,-73.8499009,"***"
41642333,"Canal Bakery","MANHATTAN","Chinese","violations",25,"B",3.5,42,"242 Canal St",40.717983,-74.00032,"****"
41666608,"Tomoe Sushi","MANHATTAN","Japanese","violations",7,"A",4,812,"172 Thompson St",40.7277,-74.0001599,"****"
41255390,"27 Sport Bar & Cafe","BRONX","Latin","violations",31,"C",3,3,"2 W Mount Eden Ave",40.84437,-73.91504,"***"
50039747,"Tim Ho Wan","MANHATTAN","Chinese","violations",18,"B",3.5,1091,"85 4th Ave",40.731505,-73.9899313,"****"
41117050,"Noodles 28","MANHATTAN","Chinese","violations",11,"A",3,178,"417 3rd Ave",40.7426109313965,-73.9799728393555,"***"
40388784,"2A","MANHATTAN","American","violations",12,"A",3.5,136,"25 Avenue A",40.723007,-73.986045,"****"
50064068,"2Beans","MANHATTAN","CafÃ©/Coffee/Tea","violations",60,"C",4,160,"100 Park Ave",40.7511373,-73.978866,"****"
41553986,"JG Melon","MANHATTAN","American","violations",9,"A",3.5,1057,"1291 3rd Ave",40.77105,-73.95931,"****"
41288201,"2nd Ave Deli","MANHATTAN","Jewish/Kosher","violations",3,"A",4,1002,"162 E 33rd St",40.74519,-73.97918,"****"
41588604,"2nd Ave Deli","MANHATTAN","Jewish/Kosher","violations",10,"A",3.5,251,"1442 1st Ave",40.769568955816,-73.954492775627,"****"
50046212,"2nd City Beef","MANHATTAN","Filipino","violations",9,"A",5,2,"90 Kent Ave",40.7208608473537,-73.9615654844727,"*****"
50051296,"Veniero's","BROOKLYN","CafÃ©/Coffee/Tea","violations",4,"A",4,1778,"342 E 11th St",40.72941,-73.98454,"****"
50047029,"3 Bros 99 Cent Pizza","QUEENS","Pizza","reopened",0,"B",2.5,3,"2589 Steinway St",40.765702,-73.913169,"***"
50001890,"Bronx Zoo","BRONX","Latin","violations",40,"C",4,824,"2300 Southern Blvd",40.8486991537725,-73.8822738371592,"****"
40592296,"3 Deli & Grill","MANHATTAN","American","violations",13,"A",2.5,3,"133 E 55th St",40.75983,-73.97029,"***"
50044646,"3 Greeks Grill","QUEENS","Greek","violations",7,"A",4.5,95,"3561 Vernon Blvd",40.762035,-73.942101,"*****"
40391339,"3 Guys","MANHATTAN","American","violations",9,"A",3,74,"1381 Madison Ave",40.78748,-73.95379,"***"
40640495,"Daniel","MANHATTAN","American","violations",20,"B",4.5,1360,"60 E 65th St.",40.7667736797858,-73.967607,"*****"
50037436,"3 Guys Sushi","STATEN ISLAND","Japanese","violations",10,"A",3.5,54,"530 Forest Ave",40.630062,-74.107803,"****"
50017143,"The Stanton Social","QUEENS","Caribbean","violations",4,"A",4,2672,"99 Stanton St",40.7211987200392,-73.9881242110576,"****"
50049907,"3 In 1 Kitchen","BROOKLYN","American","violations",20,"B",3,48,"4902 Fort Hamilton Pkwy",40.63845,-73.997993,"***"
41708446,"3 ROOTS","BROOKLYN","Juice, Smoothies, Fruit Salads","violations",13,"A",3.5,34,"159 Franklin St",40.731858,-73.9582159,"****"
41509130,"3 Sheets Saloon","MANHATTAN","American","violations",13,"A",3.5,309,"134 W 3rd St",40.73067,-74.00104,"****"
41063464,"Jus By Julie","BROOKLYN","Juice, Smoothies, Fruit Salads","violations",12,"A",4,675,"1212 Avenue M",40.617658,-73.9621574,"****"
41165199,"3 Way Restaurant","BRONX","Latin","violations",20,"B",3.5,56,"384 E 188th St",40.8598542023579,-73.8935745917129,"****"
50003350,"Patsy's Pizzeria","BRONX","Latin","violations",13,"A",4,661,"2287 1st Ave",40.79713,-73.93481,"****"
50066549,"301 Chinese Restaurant","QUEENS","Chinese","violations",12,"A",3.5,9,"8603 Rockaway Beach Blvd",40.5875512370687,-73.8112592697144,"****"
40972714,"Legends Limousine","BROOKLYN","Spanish","violations",13,"A",3.5,101,"88A 4th Ave",40.681814,-73.980459,"****"
50041799,"310 Bowery Bar","MANHATTAN","American","violations",8,"A",3,69,"310 Bowery",40.7248881372237,-73.9925056790985,"***"
50000074,"31st Avenue Gyro","QUEENS","Greek","violations",12,"A",2.5,21,"4402 31st Ave",40.75955,-73.91392,"***"
50038523,"-321° Ice Cream Shop","BROOKLYN","Ice Cream, Gelato, Yogurt, Ices","violations",5,"A",4,374,"288 Grand St",40.7129,-73.95779,"****"
50041578,"33 Lafayette","BROOKLYN","American","violations",17,"B",4.5,7,"33 Lafayette Ave",40.6870518315231,-73.977693582209,"*****"
50032946,"Grace Street","MANHATTAN","CafÃ©/Coffee/Tea","violations",10,"A",4,1584,"17 W 32nd St",40.7478576793883,-73.9865590631962,"****"
50047434,"33 Gourmet Deli","MANHATTAN","Delicatessen","violations",36,"C",3,32,"157 W 33rd St",40.7500845,-73.9901814,"***"
50059464,"Lumpia Shack Snackbar","MANHATTAN","American","closed",53,"C",4,173,"50 Greenwich Ave",40.73571,-74.00044,"****"
41325953,"33 Gourmet Deli","MANHATTAN","Delicatessen","violations",39,"C",3,32,"157 W 33rd St",40.7500845,-73.9901814,"***"
41164822,"Karaoke DUET 35","MANHATTAN","Japanese","violations",9,"A",4,410,"53 W 35th St",40.750281,-73.986189,"****"
41155536,"Lioni Italian Heroes","BROOKLYN","Chinese","violations",3,"A",4.5,294,"7803 15th Ave",40.61565,-74.0047,"*****"
41488338,"388 Cafe & Deli","MANHATTAN","Chinese","violations",12,"A",4,12,"3 Eldridge St",40.7145415,-73.993997,"****"
50044528,"39 Fantastic bar","BROOKLYN","Chinese","violations",4,"A",3,2,"3914 8th Ave",40.6470399,-73.9977399,"***"
50060814,"39 Kings Cafe","QUEENS","Chinese","violations",61,"C",3.5,23,"39-07 Prince St",40.7594773,-73.83205,"****"
50060377,"3E Taste Of Thai","QUEENS","Thai","violations",13,"A",4,241,"34-16 Broadway",40.76038,-73.9225699,"****"
41403545,"3rd & 7","BROOKLYN","American","violations",6,"A",4,48,"3622 Quentin Rd",40.61497,-73.93606,"****"
50061063,"The Metropolitan Museum of Art","QUEENS","Spanish","violations",51,"C",4.5,2387,"1000 5th Ave",40.779254271604,-73.9628841731528,"*****"
40944872,"40/40 Club","MANHATTAN","American","violations",33,"C",2.5,444,"6 W 25th St",40.742990132033,-73.9893204321323,"***"
41688500,"Pacific Standard Brooklyn","BROOKLYN","American","no violations",0,"B",4,230,"82 4th Ave",40.68209,-73.98014,"****"
50006978,"Lure Fishbar - New York","BROOKLYN","Chinese","violations",9,"A",4,1449,"142 Mercer St",40.724612166991,-73.998574708004,"****"
50013561,"414 Hotel","MANHATTAN","American","violations",11,"A",4,53,"414 W 46th St",40.76129,-73.99173,"****"
50064947,"Gramercy Tavern","BROOKLYN","Chinese","closed",83,"C",4.5,2456,"42 E 20th St",40.738527,-73.988417,"*****"
40809948,"44 & X Hell's Kitchen","MANHATTAN","American","violations",13,"A",3.5,739,"622 10th Ave",40.7611032,-73.9941787,"****"
41108812,"Totto Ramen","MANHATTAN","American","violations",34,"C",4,4774,"366 W 52nd St",40.7643285462369,-73.9876558773155,"****"
41700988,"44th Street Minar","MANHATTAN","Indian","violations",15,"B",3,52,"160 E 44th St",40.7522011,-73.9741974,"***"
41660211,"44th Street Pizza","MANHATTAN","Pizza","violations",17,"B",3,33,"196 E 44th",40.7520124,-73.9737301,"***"
41529681,"456 Shanghai Cuisine","MANHATTAN","Chinese","violations",58,"C",3.5,468,"69 Mott St",40.71627,-73.99822,"****"
41269706,"46 Grill Cafe","QUEENS","Mexican","violations",12,"A",2.5,7,"47-55 46th St",40.7396163,-73.9192778,"***"
50056834,"Coffee Cart 5th And 47th","MANHATTAN","CafÃ©/Coffee/Tea","violations",17,"B",5,1,"47TH And 5th",40.7566630634204,-73.9787676478452,"*****"
41060828,"49 Grove","MANHATTAN","American","violations",7,"A",2.5,272,"49 Grove St",40.73308,-74.00374,"***"
41532133,"Traif","BROOKLYN","American","violations",8,"A",4.5,1732,"229 S 4th St",40.710658,-73.958872,"*****"
50011200,"4th Down Sports Bar","BROOKLYN","American","violations",7,"A",4.5,41,"750 Grand St",40.7115402,-73.9432755,"*****"
50001632,"The Candle Cafe","MANHATTAN","American","violations",5,"A",4,791,"1307 3rd Ave",40.771434,-73.959146,"****"
41633315,"5 Boro Burger","MANHATTAN","American","violations",7,"A",3,164,"80 W 36th St",40.7507459074259,-73.9861741662025,"***"
40390163,"5 Burro Cafe","QUEENS","Mexican","violations",11,"A",3.5,1128,"72-05 Austin St",40.7192464187592,-73.8422552802263,"****"
41462146,"5 De Mayo","QUEENS","Mexican","violations",2,"A",5,2,"108-09 53th Ave",40.7428513,-73.8541565,"*****"
41166881,"5 Estrellas Bakery","MANHATTAN","Bakery","violations",11,"A",4,22,"3861 Broadway",40.83691,-73.94329,"****"
50043509,"5 Napkin Burger","MANHATTAN","American","violations",27,"B",3.5,1738,"630 9th Ave",40.76018,-73.99113,"****"
41460077,"5 Napkin Burger","MANHATTAN","Hamburgers","violations",16,"B",3.5,1738,"630 9th Ave",40.76018,-73.99113,"****"
50037784,"Five Senses","MANHATTAN","Korean","violations",27,"B",4,949,"9 W 32nd St",40.747573158626,-73.9863122632311,"****"
50064069,"Five Star Banquet and Restaurant","QUEENS","Not Listed/Not Applicable","violations",10,"A",3.5,42,"13-05 43rd Ave",40.75108,-73.94601,"****"
50014906,"5 Star Cheese Steak and Pizza","MANHATTAN","Pizza","violations",11,"A",2,13,"2039 1st Ave",40.78931,-73.94071,"**"
41699662,"Di Fara Pizza","BROOKLYN","Russian","violations",5,"A",4,2847,"1424 Ave J",40.625093,-73.961531,"****"
50051527,"Fifty","MANHATTAN","American","violations",12,"A",4.5,113,"50 Commerce St",40.7316062167239,-74.0056323525426,"*****"
50041262,"Keens Steakhouse","QUEENS","Latin","violations",33,"C",4,2078,"72 W 36th St",40.75071,-73.98652,"****"
50004788,"51st Bakery and Cafe","QUEENS","Bakery","violations",9,"A",4.5,151,"5-33 51st Ave",40.7422765542239,-73.9553309153442,"*****"
50047581,"520 Desserts","QUEENS","Asian","violations",11,"A",3.5,203,"133-53 37th Ave",40.7610699,-73.83315,"****"
41716978,"52nd Sushi","QUEENS","Japanese","violations",17,"B",4,97,"5221 Roosevelt Ave",40.7445907592773,-73.9116134643555,"****"
50066463,"53rd Gourmet Deli","MANHATTAN","American","violations",32,"C",3,54,"1301 Ave Of The Americas",40.761768,-73.980026,"***"
41663204,"Feinstein's/54 Below","MANHATTAN","American","violations",10,"A",4,144,"254 W 54th St",40.76432,-73.9838,"****"
50056795,"Sarge's Delicatessen & Diner","MANHATTAN","American","violations",13,"A",4,815,"548 3rd Ave",40.7473279523583,-73.9772017867971,"****"
41331076,"The 55 Bar","MANHATTAN","American","violations",17,"B",4,143,"55 Christopher St",40.73378,-74.00224,"****"
41548334,"Bouley","MANHATTAN","American","violations",7,"A",4.5,1133,"163 Duane St",40.716958735395,-74.00889704957,"*****"
41233392,"The Metropolitan Museum of Art","BROOKLYN","Latin","violations",2,"A",4.5,2387,"1000 5th Ave",40.779254271604,-73.9628841731528,"*****"
41419342,"57s All American Grill","QUEENS","American","violations",26,"B",3,170,"33-45 Francis Lewis Blvd",40.76637,-73.78939,"***"
50054535,"The Donut Pub","MANHATTAN","American","violations",13,"A",4,670,"203 W 14th St",40.7385007398958,-73.9998392682057,"****"
50048335,"57 Belle House","MANHATTAN","French","violations",7,"A",4,49,"151 E 57th St",40.7607840900884,-73.9683579280972,"****"
41680586,"China 59 Restaurant","MANHATTAN","Chinese","violations",35,"C",2.5,52,"59 Nassau St",40.70925,-74.0088,"***"
41023553,"59E59 Theaters","MANHATTAN","American","violations",25,"B",4.5,34,"59 E 59th St",40.76329,-73.97046,"*****"
41674573,"5 Bar Karaoke & Lounge","MANHATTAN","Korean","violations",13,"A",4,218,"38 W 32nd St",40.7477575590435,-73.9872882678904,"****"
50040962,"5C Cafe and Cultural Center","MANHATTAN","CafÃ©/Coffee/Tea","violations",13,"A",5,13,"68 Ave C",40.7227353,-73.9796559,"*****"
50042491,"5ive Spice","BROOKLYN","Asian","violations",9,"A",4,414,"52 5th Ave",40.6814048,-73.9771062,"****"
41362513,"5ive Steak","QUEENS","Steak","violations",12,"A",2.5,163,"John F Kennedy International Airport Queens",40.646147893048,-73.7754416470057,"***"
50037537,"Talde","BROOKLYN","Chinese/Cuban","violations",18,"B",3.5,985,"369 7th Ave",40.6657016935431,-73.982548767788,"****"
41276823,"5th Avenue Empire Cafe","MANHATTAN","Chinese","violations",10,"A",3,7,"339 5th Ave",40.7479528,-73.9848614,"***"
50065639,"60 Beans Kitchen & Coffee","QUEENS","Greek","violations",8,"A",4,221,"36-02 Ditmars Blvd",40.774101,-73.908272,"****"
50009459,"60 Beans Kitchen & Coffee","QUEENS","CafÃ©/Coffee/Tea","violations",2,"A",4,221,"36-02 Ditmars Blvd",40.774101,-73.908272,"****"
41548213,"61 Local","BROOKLYN","American","violations",32,"C",4,273,"61 Bergen St",40.687147,-73.990846,"****"
41434590,"620 On Caton Pizzeria","BROOKLYN","Pizza","violations",28,"C",3,44,"620 Caton Ave",40.64755,-73.97392,"***"
41588813,"6321 Yuan Bao","BROOKLYN","Chinese","violations",26,"B",4.5,10,"6321 8th Ave",40.633392476124,-74.0116887655261,"*****"
41701096,"JoJu","QUEENS","Chinese","violations",26,"B",4.5,1346,"83-25 Broadway",40.7407051700423,-73.8793501821476,"*****"
41260427,"Majestic Delicatessen","STATEN ISLAND","Delicatessen","violations",48,"C",2.5,154,"200 W 50th St",40.7611240446568,-73.9834477007389,"***"
41617945,"67 Burger","BROOKLYN","Hamburgers","violations",15,"B",4,528,"67 Lafayette Ave",40.68724,-73.975878,"****"
41154687,"67 Burger","BROOKLYN","Hamburgers","violations",8,"A",4,528,"67 Lafayette Ave",40.68724,-73.975878,"****"
41351549,"67 Orange Street","MANHATTAN","American","violations",31,"C",4,319,"2082 Frederick Douglas Blvd",40.8022697271481,-73.9567852020264,"****"
40978834,"68 Jay St Bar","BROOKLYN","American","violations",23,"B",3,79,"68 Jay St",40.70269,-73.9868,"***"
41653049,"Xin Fa Bakery","BROOKLYN","Chinese","violations",8,"A",4,130,"5617 8th Ave",40.63723,-74.00738,"****"
50036518,"Hahm Ji Bach","QUEENS","Chinese","violations",11,"A",4,954,"40-11 149th Pl",40.7631621949879,-73.8152934076807,"****"
41420397,"The Richardson","QUEENS","Bottled beverages, including water, sodas, juices, etc.","violations",25,"B",4,211,"451 Graham Ave",40.7188720703125,-73.9453811645508,"****"
41645673,"69 Pizzeria","QUEENS","Pizza","violations",10,"A",3.5,16,"4917 69th St",40.737014,-73.895637,"****"
41690753,"696 Gourmet Deli","MANHATTAN","American","violations",35,"C",3,63,"696 3rd Ave",40.751987,-73.973922,"***"
50067398,"69 Coffee Shop","QUEENS","Mexican","reopened",4,"A",3.5,11,"5001 69th St",40.736729,-73.895592,"****"
50017241,"6b","MANHATTAN","American","violations",20,"B",4,50,"60 E 42nd St",40.7521344,-73.9785697,"****"
50056878,"7 Days Restaurant","STATEN ISLAND","Chinese","violations",12,"A",3,9,"364 Bay St",40.6339041085454,-74.075980490841,"***"
50014520,"Seven Grams Caffe","MANHATTAN","CafÃ©/Coffee/Tea","violations",3,"A",4.5,336,"275 7th Ave",40.7456063122198,-73.9942775377597,"*****"
41584120,"7 Spices Carribean Restaurant","BRONX","Caribbean","violations",3,"A",4.5,11,"906 E Gun Hill Rd",40.8753895014524,-73.860227689147,"*****"
40820080,"Little Pepper","QUEENS","American","violations",7,"A",4,243,"18-24 College Point Blvd",40.78245,-73.84618,"****"
50016385,"Cabo","MANHATTAN","Mexican","violations",25,"B",4,273,"3764 E Tremont Ave",40.82576,-73.8216,"****"
